"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar en la pagina del exito.com y realizar compra de productos","Busqueda de productos exitosa","SUCCESS","2023-07-06T14:57:00.4666056-05:00[America/Bogota]","0.0","41.85"
