"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar en la pagina del exito.com y realizar compra de productos","Busqueda de productos exitosa","FAILURE","2023-05-15T11:18:24.916466516-05:00[America/Bogota]","0.0","50.45"
