"Story","Title","Result","Date","Stability","Duration (s)"
"Ingresar en la pagina del exito.com y realizar compra de productos","Busqueda de productos exitosa","SUCCESS","2023-07-25T21:05:18.5350848-05:00[America/Bogota]","0.0","63.66"
"Ingresar en la pagina  katalon-demo-cura.herokuapp.com y realizar registro de datos medicos","Iniciar sesion y realizar ingreso de datos","SUCCESS","2023-07-25T21:43:00.8427327-05:00[America/Bogota]","0.0","64.42"
